parent-sku,creation-date,name,sku,breeder,price,msrp,pack-size,description,aka,genetics,variety,flowering-time,flowering-type,sex,thc-content,cbd-content,yield,grows,plant-height,medical-conditions,medical-properties,effect,url,image-1,image-2,categories
crimea-blue,"2009-06-11 12:51:46","Crimea Blue Feminised Seeds",BFS607-F5,"Barney's Farm Seeds",13.6400,33.0000,"5 Seeds","Crimea Blue was created by crossing the hugely popular, fruitful Blueberry strain with the earthy spiciness of a hardy Crimean Hash plant. With this exclusive crossing, Barneys Farm has created a new flavour sensation. With delicious flavours of lemon peel and rosemary, Crimea Blue gives you a long lasting, psychoactive high. This fast flowering plant grows short and thick, producing above average yields of large, heavy colas. Ideal for both SOG and ScrOG growing systems, the rewards far outweigh the required gardening efforts.",,"Turkman x Blueberry","Mostly Indica","55 - 60 days",Photoperiod,Feminised,18%,"Low (0-1%)",High,"Greenhouse,Grows indoors,Grows outdoors","70-80 cm",,,"Long-lasting,Stimulating ",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/crimea-blue-seeds-416,,,"Barney's Farm, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
g13-haze,"2009-06-11 13:00:21","G13 Haze Feminised Seeds",g13-haze,"Barney's Farm Seeds",0.0000,9.5000,,"What happens when you mix the legendary G13 with our favourite Hawaiian Sativa? You get a plant with an extraordinary density of flower and resin production. The G13 Haze offer healthy yields with a high THC level. The intense aromas and flavours of fruit and spice lead to powerful, cerebral effects, and make the smoke worth savouring. This plant grows medium short and compact for a Sativa dominant strain, and is perfect for SOG and ScrOG gardens.",,"G13 x Hawaiian Sativa","Mostly Sativa","65 - 70 days",Photoperiod,Feminised,22.00%,"Medium (1-5%)",High,"Grows indoors,Grows outdoors","100 - 110 cm (indoor)",,,Cerebral,https://tiger-one.eu/en/categories/feminised-cannabis-seeds/g13-haze-seeds,http://tiger-one.eu/media/catalog/product/g/1/g13.jpg,http://tiger-one.eu/media/catalog/product/l/a/large_g13-haze_1_649706.jpg,"Barney's Farm, Bestsellers, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
g13-haze,"2009-06-11 13:00:21","G13 Haze Feminised Seeds",BFS626-F10,"Barney's Farm Seeds",32.6400,79.0000,"10 Seeds","What happens when you mix the legendary G13 with our favourite Hawaiian Sativa? You get a plant with an extraordinary density of flower and resin production. The G13 Haze offer healthy yields with a high THC level. The intense aromas and flavours of fruit and spice lead to powerful, cerebral effects, and make the smoke worth savouring. This plant grows medium short and compact for a Sativa dominant strain, and is perfect for SOG and ScrOG gardens.",,"G13 x Hawaiian Sativa","Mostly Sativa","65 - 70 days",Photoperiod,Feminised,22.00%,"Medium (1-5%)",High,"Grows indoors,Grows outdoors","100 - 110 cm (indoor)",,,Cerebral,https://tiger-one.eu/en/categories/feminised-cannabis-seeds/g13-haze-seeds-10,,,"Barney's Farm, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
g13-haze,"2009-06-11 13:00:21","G13 Haze Feminised Seeds",BFS625-F5,"Barney's Farm Seeds",18.1800,44.0000,"5 Seeds","What happens when you mix the legendary G13 with our favourite Hawaiian Sativa? You get a plant with an extraordinary density of flower and resin production. The G13 Haze offer healthy yields with a high THC level. The intense aromas and flavours of fruit and spice lead to powerful, cerebral effects, and make the smoke worth savouring. This plant grows medium short and compact for a Sativa dominant strain, and is perfect for SOG and ScrOG gardens.",,"G13 x Hawaiian Sativa","Mostly Sativa","65 - 70 days",Photoperiod,Feminised,22.00%,"Medium (1-5%)",High,"Grows indoors,Grows outdoors","100 - 110 cm (indoor)",,,Cerebral,https://tiger-one.eu/en/categories/feminised-cannabis-seeds/g13-haze-seeds-5,,,"Barney's Farm, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
honey-b,"2009-06-11 13:14:25","Honey B Feminised Seeds",honey-b,"Barney's Farm Seeds",0.0000,23.0000,,"Honey B is the resulting product of a lengthy selection process, where we stabilised this Sativa monster. It was created from Vietnamese Landrace genetics. The plant has a high yield that produces a mass of large, tasty colas. The plant will stretch up to 150cm in its 10-11 week flowering time, where the resins and flavours will develop. The side branches will need supporting in the final two weeks, but give this plant time and space and it will produce a huge amount of Sativa which offers a clear, racy and long lasting high. This is a strain for the true Sativa connoisseur.",,"Vietnamese Landrace genetics","Mostly Sativa","70 - 75 days",Photoperiod,Feminised,18.00%,"Low (0-1%)",High,"Greenhouse,Grows indoors","130 - 150 cm (indoor)",,,"Cerebral,Long-lasting",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/honey-b-seeds,http://tiger-one.eu/media/catalog/product/h/o/honeyb.jpg,http://tiger-one.eu/media/catalog/product/l/a/large_honey-b_1_646159.jpg,"Barney's Farm, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
honey-b,"2009-06-11 13:14:25","Honey B Feminised Seeds",BFS628-F10,"Barney's Farm Seeds",24.3800,59.0000,"10 Seeds","Honey B is the resulting product of a lengthy selection process, where we stabilised this Sativa monster. It was created from Vietnamese Landrace genetics. The plant has a high yield that produces a mass of large, tasty colas. The plant will stretch up to 150cm in its 10-11 week flowering time, where the resins and flavours will develop. The side branches will need supporting in the final two weeks, but give this plant time and space and it will produce a huge amount of Sativa which offers a clear, racy and long lasting high. This is a strain for the true Sativa connoisseur.",,"Vietnamese Landrace genetics","Mostly Sativa","70 - 75 days",Photoperiod,Feminised,18.00%,"Low (0-1%)",High,"Greenhouse,Grows indoors","130 - 150 cm (indoor)",,,"Cerebral,Long-lasting",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/honey-b-seeds-10,,,"Barney's Farm, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
honey-b,"2009-06-11 13:14:25","Honey B Feminised Seeds",BFS627-F5,"Barney's Farm Seeds",13.6400,33.0000,"5 Seeds","Honey B is the resulting product of a lengthy selection process, where we stabilised this Sativa monster. It was created from Vietnamese Landrace genetics. The plant has a high yield that produces a mass of large, tasty colas. The plant will stretch up to 150cm in its 10-11 week flowering time, where the resins and flavours will develop. The side branches will need supporting in the final two weeks, but give this plant time and space and it will produce a huge amount of Sativa which offers a clear, racy and long lasting high. This is a strain for the true Sativa connoisseur.",,"Vietnamese Landrace genetics","Mostly Sativa","70 - 75 days",Photoperiod,Feminised,18.00%,"Low (0-1%)",High,"Greenhouse,Grows indoors","130 - 150 cm (indoor)",,,"Cerebral,Long-lasting",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/honey-b-seeds-5,,,"Barney's Farm, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
lsd,"2009-06-11 13:23:49","LSD Feminised Seeds",lsd,"Barney's Farm Seeds",0.0000,9.5000,,"LSD is a hardy mould and disease resistant plant that responds well to all growing conditions. It was given its name by the Barney’s crew because of its powerful trippy high. This plant is very easy to grow, and can give you a high yield of award winning and powerful buds. LSD gives a euphoric, psychedelic and powerful stoned effect, giving an immense cerebral high. LSD has a musky smell with the intense flavour of earthy chestnut. ",,"Skunk #1 x Mazar","Mostly Indica","60-65 days",Photoperiod,Feminised,25.00%,"Medium (1-5%)",High,"Greenhouse,Grows indoors,Grows outdoors","90 - 100 cm (indoor)",,,"Cerebral,Euphoric,Powerful,Psychedelic",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/lsd-seeds,http://tiger-one.eu/media/catalog/product/l/s/lsd.jpg,http://tiger-one.eu/media/catalog/product/l/a/large_lsd_1_646692.jpg,"Barney's Farm, Bestsellers, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
lsd,"2009-06-11 13:23:49","LSD Feminised Seeds",BFS636-F10,"Barney's Farm Seeds",32.6400,79.0000,"10 Seeds","LSD is a hardy mould and disease resistant plant that responds well to all growing conditions. It was given its name by the Barney’s crew because of its powerful trippy high. This plant is very easy to grow, and can give you a high yield of award winning and powerful buds. LSD gives a euphoric, psychedelic and powerful stoned effect, giving an immense cerebral high. LSD has a musky smell with the intense flavour of earthy chestnut. ",,"Skunk #1 x Mazar","Mostly Indica","60-65 days",Photoperiod,Feminised,25.00%,"Medium (1-5%)",High,"Greenhouse,Grows indoors,Grows outdoors","90 - 100 cm (indoor)",,,"Cerebral,Euphoric,Powerful,Psychedelic",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/lsd-seeds-10,,,"Barney's Farm, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
lsd,"2009-06-11 13:23:49","LSD Feminised Seeds",BFS635-F5,"Barney's Farm Seeds",18.1800,44.0000,"5 Seeds","LSD is a hardy mould and disease resistant plant that responds well to all growing conditions. It was given its name by the Barney’s crew because of its powerful trippy high. This plant is very easy to grow, and can give you a high yield of award winning and powerful buds. LSD gives a euphoric, psychedelic and powerful stoned effect, giving an immense cerebral high. LSD has a musky smell with the intense flavour of earthy chestnut. ",,"Skunk #1 x Mazar","Mostly Indica","60-65 days",Photoperiod,Feminised,25.00%,"Medium (1-5%)",High,"Greenhouse,Grows indoors,Grows outdoors","90 - 100 cm (indoor)",,,"Cerebral,Euphoric,Powerful,Psychedelic",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/lsd-seeds-5,,,"Barney's Farm, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
laughing-buddha,"2009-06-11 13:33:20","Laughing Buddha Feminised Seeds",laughing-buddha,"Barney's Farm Seeds",0.0000,8.4000,,"Laughing Buddha is an almost pure Sativa strain, created by crossing our pure landrace Thai Sativa with our Jamaican Hybrid. This plant has a longer flowering period, but will reward you with large, tight and heavy buds from a one metre tall plant. It will need to be supported in the last three weeks of flowering. It is a beautifully fragrant plant, giving off concentrated sweet aromas of exotic fruits. The results are an energetic Sativa high.",,"Thai x Jamaican","Mostly Sativa","70 - 75 days",Photoperiod,Feminised,22.00%,"Medium (1-5%)",High,"Greenhouse,Grows indoors","100 - 110 cm (indoor)",,,Energetic,https://tiger-one.eu/en/categories/feminised-cannabis-seeds/laughing-buddha-seeds,http://tiger-one.eu/media/catalog/product/l/a/laughingbuddha.jpg,http://tiger-one.eu/media/catalog/product/l/a/large_laughing-buddha_1_646524.jpg,"Barney's Farm, Bestsellers, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
laughing-buddha,"2009-06-11 13:33:20","Laughing Buddha Feminised Seeds",BFS622-F10,"Barney's Farm Seeds",29.3400,71.0000,"10 Seeds","Laughing Buddha is an almost pure Sativa strain, created by crossing our pure landrace Thai Sativa with our Jamaican Hybrid. This plant has a longer flowering period, but will reward you with large, tight and heavy buds from a one metre tall plant. It will need to be supported in the last three weeks of flowering. It is a beautifully fragrant plant, giving off concentrated sweet aromas of exotic fruits. The results are an energetic Sativa high.",,"Thai x Jamaican","Mostly Sativa","70 - 75 days",Photoperiod,Feminised,22.00%,"Medium (1-5%)",High,"Greenhouse,Grows indoors","100 - 110 cm (indoor)",,,Energetic,https://tiger-one.eu/en/categories/feminised-cannabis-seeds/laughing-buddha-seeds-10,,,"Barney's Farm, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
laughing-buddha,"2009-06-11 13:33:20","Laughing Buddha Feminised Seeds",BFS621-F5,"Barney's Farm Seeds",16.1200,39.0000,"5 Seeds","Laughing Buddha is an almost pure Sativa strain, created by crossing our pure landrace Thai Sativa with our Jamaican Hybrid. This plant has a longer flowering period, but will reward you with large, tight and heavy buds from a one metre tall plant. It will need to be supported in the last three weeks of flowering. It is a beautifully fragrant plant, giving off concentrated sweet aromas of exotic fruits. The results are an energetic Sativa high.",,"Thai x Jamaican","Mostly Sativa","70 - 75 days",Photoperiod,Feminised,22.00%,"Medium (1-5%)",High,"Greenhouse,Grows indoors","100 - 110 cm (indoor)",,,Energetic,https://tiger-one.eu/en/categories/feminised-cannabis-seeds/laughing-buddha-seeds-5,,,"Barney's Farm, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
morning-glory,"2009-06-11 13:43:09","Morning Glory Feminised Seeds",morning-glory,"Barney's Farm Seeds",0.0000,8.4000,,"Morning Glory is the result of a three way strain cross, a combination of Afghani Indica with Hawaiian and Skunk #1. The Hawaiian is important as we succeeded to blend the citrus flavours of the East Coast with Kush effect of the Afghani and the cerebral high of Skunk #1. It has the mouth-watering taste of forest fruits. This is a vigorous plant, needing only two weeks in vegetation. It then takes a further 8-9 weeks of flowering to produce an excellent yield of between 550—650 grams per m² indoors. The plant thrives in greenhouses, yielding over 2 kilos per plant in ideal outdoor conditions. ",,"Afghani X Hawaiian X Skunk #1.","Mostly Sativa","60 - 65 days",Photoperiod,Feminised,20.00%,"Medium (1-5%)",High,"Greenhouse,Grows indoors,Grows outdoors","90 - 100 cm (indoor)",,,"Cerebral,Relaxing",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/morning-glory-seeds,http://tiger-one.eu/media/catalog/product/m/o/morningglory.jpg,http://tiger-one.eu/media/catalog/product/l/a/large_morning-glory_1_647531.jpg,"Barney's Farm, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
morning-glory,"2009-06-11 13:43:09","Morning Glory Feminised Seeds",BFS620-F10,"Barney's Farm Seeds",29.3400,71.0000,"10 Seeds","Morning Glory is the result of a three way strain cross, a combination of Afghani Indica with Hawaiian and Skunk #1. The Hawaiian is important as we succeeded to blend the citrus flavours of the East Coast with Kush effect of the Afghani and the cerebral high of Skunk #1. It has the mouth-watering taste of forest fruits. This is a vigorous plant, needing only two weeks in vegetation. It then takes a further 8-9 weeks of flowering to produce an excellent yield of between 550—650 grams per m² indoors. The plant thrives in greenhouses, yielding over 2 kilos per plant in ideal outdoor conditions. ",,"Afghani X Hawaiian X Skunk #1.","Mostly Sativa","60 - 65 days",Photoperiod,Feminised,20.00%,"Medium (1-5%)",High,"Greenhouse,Grows indoors,Grows outdoors","90 - 100 cm (indoor)",,,"Cerebral,Relaxing",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/morning-glory-seeds-10,,,"Barney's Farm, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
